row_label,win1,win2,win3,win4,win5,win6,win7,win8,win9,win10,win11,win12,win13,win14,win15,win16,win17,win18,win19,win20,win21,win22,win23,win24,win25,win26,win27,win28,win29,win30,win31,win32,win33,win34,win35,win36,win37,win38,win39,win40,win41,win42,win43,win44,win45,win46,win47,win48,win49,win50,win51,win52,win53,win54,win55,win56,win57,win58,win59,win60,win61,win62,win63,win64,win65,win66,win67,win68,win69,win70,win71,win72,win73,win74,win75,win76,win77,win78,win79,win80,win81,win82,win83,win84,win85,win86,win87,win88,win89,win90,win91,win92,win93,win94,win95,win96,win97,win98,win99,win100,win101,win102,win103,win104,win105,win106,win107,win108,win109,win110,win111,win112,win113,win114,win115,win116,win117,win118,win119,win120,win121,win122,win123,win124,win125,win126,win127,win128,win129,win130,win131,win132,win133,win134,win135,win136,win137,win138,win139,win140,win141,win142,win143,win144,win145,win146,win147,win148,win149,win150
steer_p_t0,0.5802660508158082,0.6703076625201887,1.0,0.8615669502185485,1.0,0.9960917637890805,0.798784335206285,0.981876279508451,0.8164577295546832,0.4864363938267332,0.6952312334802748,1.0,1.0,0.47145837671097157,1.0,0.38130175633404817,0.5513890012637748,1.0,1.0,1.0,0.9670772898724882,0.8835260915091746,0.8907254522318709,1.0,0.7932968559925168,1.0,0.8627014113643414,1.0,1.0,1.0,1.0,0.8915769207170572,0.8504630479656287,0.952894097088884,1.0,1.0,1.0,0.7332102699506574,0.9851976263201465,1.0,1.0,0.9955824927798639,0.9821487427678384,0.7673354070657012,0.9268945876039055,1.0,1.0,0.9361141777916042,0.904805922358562,1.0,0.8180458700860289,1.0,1.0,0.8859624084821281,1.0,1.0,0.974389176808085,1.0,1.0,1.0,0.9519079351593961,1.0,1.0,0.9257280312290135,1.0,0.9463080900533282,1.0,0.7152321616146053,1.0,0.5335160702008931,0.9098894244274325,0.9913054230198467,1.0,0.7575819978762484,1.0,1.0,1.0,0.7889870701285799,1.0,0.8554930611785723,0.7407920567940456,1.0,0.5495098533509379,1.0,0.8595765669101598,0.6565798075311877,1.0,1.0,0.7940507172708478,1.0,1.0,0.6653351984290982,1.0,0.9081675674040355,0.8583146028219808,1.0,1.0,1.0,1.0,0.9646272356514387,1.0,1.0,1.0,0.5940519590218021,1.0,1.0,1.0,0.8855540635280524,0.9025471716245641,0.9946828434886429,1.0,0.8571248462926041,1.0,1.0,1.0,1.0,0.90442269212825,0.8737060656522008,0.7929075026917011,0.9511413650169919,1.0,0.9919882671322332,1.0,1.0,0.5404580756777746,1.0,0.8531184913307881,1.0,0.5340241358661509,1.0,1.0,1.0,0.8960000780129271,1.0,0.9326362144354058,1.0,0.8574071508540215,0.7808113961875207,1.0,1.0,0.6225259670738535,0.8582837278108415,1.0,1.0,1.0,1.0,0.9683176516612011,0.9972612995885995,0.9266005733287825,0.9779089457878345
steer_p_t1,-1.0,-0.47188636125790895,-1.0,-0.7025261152917502,-0.9045745433768297,-0.8561787471947038,-0.8138898853780888,-1.0,-0.4117542447636632,-0.9148389384781456,-1.0,-1.0,-0.47335723652786643,-0.9434218613608295,-1.0,-0.47990018300175,-0.6882280730173521,-0.8007753696039269,-0.7350358638077152,-0.8029238190782139,-0.8412441071297778,-1.0,-0.9456023966410362,-0.39656904894426687,-0.7413971284348876,-0.9004288249425692,-1.0,-0.5399619748166993,-0.5964736698821507,-0.979123527609541,-0.7422978546727133,-0.7296778198726942,-0.30852453986746187,-0.9750896724310745,-0.7323487591018054,-1.0,-0.4699838325288855,-0.2927713665304109,-0.9724948537085542,-0.8055576985394499,-0.5370460408666974,-0.7826910619819587,-1.0,-0.9946716971641193,-1.0,-0.7000267405945048,-0.5933330342590456,-0.8433531443697111,-0.5641798778142153,-1.0,-1.0,-0.66518107898296,-0.6448813670033477,-0.7067602550858108,-0.8720026586907516,-1.0,-0.8077094475510087,-0.6830658502532788,-0.6283437738427348,-0.5916947275599346,-0.47617400802365767,-0.46366400819069964,-0.6483306396615776,-0.5991584453612804,-0.650309008499348,-0.5405071148673997,-0.7436724863342962,-0.47697132337253284,-0.6157004313141843,-0.6820047966693449,-0.8360267050893221,-1.0,-0.8783666842277043,-1.0,-0.8697174360821129,-0.6980611262102251,-1.0,-0.8869727574424012,-1.0,-0.4333057830033241,-0.8730986620954754,-1.0,-0.741245777168441,-0.9268156637269601,-0.9292681674712232,-0.5209007645327062,-1.0,-1.0,-0.5599241006291624,-0.84397084137069,-0.8439911246479866,-0.793903740541209,-0.6301087962316924,-0.6917497330231475,-0.6403726238344575,-0.9039115513961777,-1.0,-1.0,-0.05511652626162844,-0.5235925102525831,-0.8810903657537763,-0.7590488780497654,-1.0,-1.0,-0.6732526290718123,-0.8109881779595306,-0.762185281143877,-0.7948122635558408,-0.3167905362065194,-0.562441854314125,-0.30677634438315876,-0.3292813390295396,-0.4100552785095863,-0.7734209955735522,-0.686848371665784,-0.910513056286958,-0.7411104246366379,-1.0,-0.7100593552919994,-1.0,-0.605020499265435,-0.4996631500247732,-0.5330667555109443,-0.6915596058351232,-0.8547466189408921,-1.0,-0.9814409217652177,-0.8955794752896089,-0.4839951200250966,-0.7766677350806089,-0.94967310510701,-0.6495827017523145,-0.9550381204297026,-0.6032750667093613,-0.32058744702427155,-0.8504246794389926,-0.9185892301623728,-0.8863674108122918,-0.7802205486355,-0.900182057499038,-0.7450955949754621,-0.7451166574695721,-0.6822863492249583,-0.41097839915461104,-1.0,-0.7380851757382157,-0.5498953405655748,-0.6320438683350178,-0.5303870863904395,-0.8755622670552525
steer_p_t2,-0.7759174020540827,-0.6331799126099029,-0.7016867062422033,-0.6334244626867732,-0.7277430350202176,-0.4363404558646597,-0.6044698425510207,-0.5015626361523313,-0.9226574702944998,-0.6192129700351073,-0.6618417783280937,-0.6793735585575283,-0.6249216311637393,-0.8488806799824975,-0.551833386616882,-0.49217165162955323,-0.6442813127991497,-0.9123326718771368,-0.8911251809681082,-0.4993167408944884,-0.920973789805772,-0.6759350663668582,-0.8974747123904394,-1.0,-0.7259708911090725,-0.702697472485656,-0.8944902495486725,-0.27317935904045426,-0.697246144943199,-0.5903726477907173,-0.7290096308998509,-0.6432076666721347,-0.6658980986146256,-0.6902560476476747,-0.6699177792851341,-1.0,-0.8408853245064757,-0.3537472363955535,-0.7074894506463006,-0.5013299247635878,-0.7314602373896835,-0.7092978813743878,-0.46334225641918564,-0.8721952463677705,-0.6215276031284475,-1.0,-0.5332931188290638,-1.0,-0.6026475059332104,-0.7114253901325838,-0.7936584705426953,-0.862758614651723,-0.8811188060119677,-0.2948435528246388,-0.6298566799145147,-0.891295145451094,-0.4478606701153586,-0.5076761706541193,-0.610154808626629,-0.6440169558698959,-0.5215071891444558,-1.0,-0.4888521525016521,-0.7552422076021169,-1.0,-0.6656896067777424,-0.4912452027811941,-0.6399264153834089,-0.5078020335165463,-0.8638810854300243,-0.2123151215058638,-0.8725978320487764,-0.8034482482138844,-0.7467241092520841,-0.8335556274808927,-0.5306360835289963,-0.26022319532739563,-0.6790659996028743,-0.4164097226383043,-0.788812362432793,-0.3159961038375119,-0.9684637446318549,-0.9500771295579257,-0.816695944924906,-0.7752469358800651,-0.8877782032050026,-0.6112930246143629,-0.9864556641391156,-0.9730550992634388,-0.8995402082370858,-0.47212657097520655,-0.25962517322534057,-0.5168991680789543,-0.9119495154529383,-0.7872184139279125,-0.4039963772247564,-0.5308585796836374,-0.7074398619635869,-0.6854861630102126,-0.5230708374483588,-0.5464423374480131,-0.5702228802107292,-1.0,-0.37909255567718064,-0.7055529620319083,-0.8522043239348415,-0.5863795104281594,-0.7654991634039288,-0.6088934968393193,-0.2731049841830817,-0.7845982174785398,-0.6790719104099993,-0.6438352747769844,-0.546661742577795,-1.0,-0.5345618365832276,-0.6175164366652769,-0.5061894682296593,-0.5389813505677495,-0.9347032484764741,-0.872617848303785,-0.5412381212720982,-0.6924055013687136,-0.7643194343706927,-1.0,-0.5642740980628159,-0.5390411159033731,-1.0,-0.6770535210182962,-0.6032940108725856,-0.4436852153099019,-0.2980660141711871,-0.4597567871619581,-0.8974734683909114,-0.7595707747483698,-0.8615667891990045,-0.29435283420801606,-0.708723432549572,-0.7937105809708971,-0.6634641050326361,-0.7754613550767004,-0.5684077238130564,-0.9395639643577691,-0.6661243348025039,-0.8220041235945322,-1.0,-0.7294115905259576,-0.33287390819886975,-1.0,-0.40026904405646735
steer_p_t3,0.2964850956783938,0.48989653793418014,0.5710170666814773,0.6261739445293989,0.616342082262866,0.7357770215196423,0.4544050343167946,0.36059377047142754,-0.18995316768982384,0.37712919820337293,0.4514596918735166,0.7711404737987372,0.8817193483153944,0.4998939722544091,0.3965754242830509,1.0,0.5127255992001519,0.3433159809110756,0.8150900393849826,0.6217215458916435,0.6984019232026326,0.8614710049895752,0.8293504592487885,0.46839813561668353,0.3132862186951992,0.5861829758768217,0.7236209539875764,0.8212092284400605,0.23281356007973364,0.47678075779950907,0.7792224549403595,0.76382312277152,0.5402630181027138,0.10142189401945262,1.0,0.8195022610050738,0.6509680940151338,0.6953352125968905,0.9866183158700861,0.3994805685877755,0.7030569000897647,0.3031329556873654,0.0882866365018537,0.8914358202646477,0.6337801022679075,0.708776720460069,0.19893571402448773,1.0,0.9911440200467228,0.6845724395381698,0.6847452335391879,0.49650867250619224,0.8276188813472692,0.3937792542847196,0.5086482475516134,0.5615124419736937,0.7046749530769694,0.689427662238263,0.6777116550942717,0.6802898644157301,0.6110679021569996,0.30433350420767835,0.7008386142981827,0.764896505410179,0.524782126306427,0.3339357650321917,0.5512295882094106,0.5253344127864233,0.41119401731979976,0.6266334181231892,0.6131664503726834,0.5669387810679498,0.1600300209053176,0.6774914951831746,0.6822659599610368,0.6011144991312798,0.6318761416141315,0.6589719039648375,0.47891747628869114,0.3435741536733351,0.358783291632925,0.49594210713061915,0.4226465514188613,0.6052791725702901,0.3863796401189329,1.0,0.7528677332642464,0.4432175886202636,0.44809865339650967,0.6322933347309616,0.4398781428911169,0.46407086625636834,0.494386131677308,1.0,0.7760258940555561,0.7951168450981669,0.6473026648373617,0.5161797568330885,0.7440684614558233,0.5379602382539007,0.4806450414197809,0.5221293707967374,0.7091746989142321,0.3205948828060835,0.9569362261352212,0.3406989079835444,0.37421748719627684,0.4648877440049058,0.26107687898957227,0.3714659365248023,0.3102398113630569,0.7198019431574376,0.4323729433625385,0.27042920126350184,0.48178547325002574,0.5373197438635147,0.12460415746837988,0.29175834095580855,0.6769262202546491,0.6668441234498399,0.9117025744526404,0.7396779563480992,0.6428915362508274,1.0,0.32649683539233343,0.4791610635389497,0.1118598802123768,1.0,0.8184889891514866,0.29462379992986887,0.12161259915039702,0.6882479871198772,0.6220335982622349,0.3642609447291799,0.959846344689407,0.5036355922114545,0.44457682591770287,0.882920961981184,0.39584151224146713,0.7744540044362737,0.46673762236822136,0.5283718067004829,1.0,0.21852491026015558,0.7417052170645937,0.5616058348545658,0.44368587322385034,0.32462065424604036,1.0,0.5757588673508095
steer_p_t4,0.23730203823456597,0.6393264140546311,0.8347027740810886,0.5368194431633955,1.0,0.3293416227687719,0.8583328739102449,0.4316876075836649,0.8297372406542126,0.3600807134281167,0.6008804608406183,0.1076566555177928,0.6275663977002097,1.0,0.8317330526734263,0.8954653768245084,0.7291843249974493,1.0,0.7399104393315713,0.6257996422840313,0.43724631764265487,0.448854183066287,0.753188755292703,0.5175305074137937,0.8505853506323007,0.577377027021585,0.8093315372204457,1.0,0.9110886126440936,0.7319072447946472,0.5956800708367715,0.6623122750353072,0.9008828641533002,0.6643003212280747,0.7083804196500869,0.6960016762105135,0.8179889221311484,0.5572793575497008,0.7011731039119918,0.7814243105240235,1.0,0.8604627237855395,0.3943544842361954,0.5475011383857917,0.0930757029725846,1.0,0.7814960732550338,0.60597412035631,0.9807378356054538,0.9573892621166922,0.7355047065615922,0.5851853391136224,1.0,0.8749675291839711,0.2962888569382924,1.0,0.5002896110540371,0.8140979910969224,1.0,0.8898767131545038,0.6515150629486531,0.8370829528581327,0.6489370787197881,0.9357446092766666,0.5618499953837529,1.0,0.9259012657811588,0.9597429977126278,0.4001191522978963,0.5207987635213511,0.40184929764376226,0.7723166904385844,1.0,0.6872714033585969,0.4100411926164805,0.5609997087811467,0.9827341992995641,0.8949009121916361,0.9093348836165593,1.0,0.6289440434534155,0.6155064304683187,0.8740234503228178,0.9598428216485462,0.5664473973807338,1.0,0.5989109295601724,1.0,0.850344297828701,1.0,0.7959088562450228,0.5644426240452046,0.7065568072140413,0.7589472957150502,0.8455895146868183,0.42557948189138234,1.0,1.0,0.7670810658324997,1.0,1.0,0.5672609062374989,0.8574057964311611,1.0,1.0,1.0,0.5940470290589743,0.7845796000332059,0.8341317982061754,0.7234158020812262,0.7599803040377108,0.4322219518192957,0.8674845635267995,0.30991990374086187,0.8661861947629549,1.0,0.8492794323200239,1.0,0.9489618161976616,0.6924980005506491,0.573030436868636,0.7117244858331304,0.7832840576438983,1.0,0.7733024357695191,0.7032754439861778,0.8939341400769261,0.8862250029573941,1.0,0.4851068300197787,0.9415785220170566,0.18635397181284497,1.0,0.780673587418156,0.886241964804963,0.8615805768276237,0.878944530552664,1.0,0.6632056828700139,1.0,1.0,1.0,0.7104726199843435,0.9009471140363964,0.8937463751729066,0.798850662476582,0.6191085097442367,0.7733417697023225,0.8948135174807929,0.8394635990660345
steer_p_t5,0.0177959226873467,-0.29663322720362023,-0.5966671746090192,0.25023426467912113,-0.34887254934728906,0.01964018215372143,-0.331970554197596,-0.3266145954636604,0.1060411277158696,-0.07867937992665439,-0.046753859858784,-0.5367058155580527,-0.35804227321159476,-0.32758629401197203,-0.3866635315639662,-0.6478633163698717,-0.3702136392477837,-0.14618347546120714,0.015210190115739097,-0.4499137100195042,-0.5176307422282134,-0.2641492086754228,-0.22900092368737232,-0.14455661623775978,-0.6153140030388635,-0.3183500215385085,-0.2978401907210695,-0.5854212672987065,-0.5709226856825862,-0.33136916420545737,-0.2537990423684295,-0.425971758006607,-0.693052833318283,0.15344509866095818,-0.3326178182693148,-0.3057241044266561,0.2848154237574346,-0.6629376558585449,-0.6983562559411964,0.09436686059324001,-0.5090067044099452,-0.3492323705106325,-0.5811375274169853,-0.23980234644281956,-0.46932799693974475,-0.23711135540385544,-0.3736077951883309,-0.26032651401898704,-0.24605857176653947,0.11589456076115545,-0.4588924351955031,-0.26609245828461886,-0.07055863416408972,0.09027903504664109,-0.18337091525319704,-0.4060770699756032,-0.2677835339130735,-0.21090371816886755,-0.3202034942768725,-0.2626853546687933,-0.3135126749355457,0.22829368835658403,-0.6784509420551618,-0.682717493599829,-0.05547223219188879,-0.4043591228783769,-0.2515399348642039,0.09258918062835247,-0.41520699439713177,-0.3157639062595749,-0.21138517728384892,-0.5319772523260721,-0.659729979635153,-0.21770536994845596,0.05792447024878683,-0.6787263583669967,0.04724662582710498,-0.1587410978994724,-0.21651996315207722,-0.3677295335064463,-0.2251331650202285,-0.18380306013073688,-0.8109680470857885,-0.2025137824282517,-0.6949687621880893,-0.3234199375067592,-0.5609577327003872,-0.08890658605507806,0.050331081482282825,-0.7391570512077394,-0.2969663138527946,-0.5061958603554425,-0.26659002191122994,-0.40744806765481023,-0.37846461326666614,-0.13131359082496533,-0.0890653578546316,-0.6605822692631067,-0.163518583729391,-0.0009836075250412302,-0.7499010732156406,-0.37926615413450526,-0.1916600173697932,-0.08213901062550938,-0.4336193491087543,-0.06420272954649889,-0.2164770807746511,-0.15219683340290907,-0.08401948762455319,-0.3834424252734397,-0.28158100302368744,-0.23471463342101068,-0.35143536801383907,-0.12219340151921401,-0.3038418658927992,-0.2778193585058597,-0.1896078680503009,-0.19312073735213064,-0.6245250513931525,-0.5505241511745707,-0.39448546490234504,-0.568808467035466,-0.309957165838249,-0.24674545003532128,-0.1567805818229443,-0.7483252908944255,-0.5303136796831092,-0.5782380472562503,-0.26443740480761346,-0.17730909924472982,-0.5133479889696102,-0.07378467456672233,-0.5539353363109174,-0.2096289349742616,-0.5369859023526931,-0.1991115281541524,-0.5165761857350806,-0.5314450850903789,-0.13563545546541775,0.058218936119568854,-0.4132619828251767,-0.230047448540001,-0.41431461088890853,-0.05408237529802906,-0.2164492007119849,-0.32242698842738426,0.1922587011919185,0.08345954661409272,-0.34768108291149524,-0.13753714207397702
steer_p_t6,0.6346692202120989,0.8012329383911594,1.0,1.0,1.0,1.0,1.0,0.9012197231308886,1.0,1.0,0.9689973222136202,1.0,1.0,1.0,1.0,0.9354478729748101,0.8516334604606887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9969265333010209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9861554192298417,0.9328219373929906,1.0,0.7428638619789465,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8531795367514736,0.8327119147299735,1.0,1.0,0.47524798993537276,0.8617423622390125,0.8907547007092613,1.0,0.8409504732426822,1.0,0.5854284417094063,1.0,1.0,1.0,1.0,1.0,0.9961143099112674,1.0,1.0,1.0,0.8695499456770241,0.9495762518160378,0.9713150887632597,0.9372498607151107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.879490874618506,1.0,1.0,0.8486419382772653,1.0,1.0,1.0,1.0,0.8945098471284463,1.0,1.0,0.935836739694495,1.0,1.0,1.0,1.0,1.0,0.9477427847467924,0.7995375127779825,1.0,1.0,1.0,1.0,1.0,1.0,0.5558391534014474,1.0,0.9159720177429536,1.0,0.7992838540817162,1.0,1.0,1.0,1.0,1.0,1.0,0.8707701303404696,0.6678961203716094,1.0,1.0,1.0,1.0,0.7251111129520127,0.9275840736951702,1.0,0.97058929761787,1.0,0.8323907542177499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6860346463206333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7735829369555958,0.6305233945776683,1.0,0.8265383915944415,1.0,1.0,1.0,1.0
steer_p_t7,0.8333625553731489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9309484702889769,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
steer_p_t8,0.09770686479371501,-0.2346307564403339,-0.2576512238640779,-0.20210953367410997,-0.5327843597669965,0.08638835168537592,0.20427369584896488,-0.22916962578892439,0.28512163745446895,0.3751139813900033,-0.3154219953255253,0.3874927193024984,0.08255879489988291,0.19891427979819234,-0.16695381310013419,-0.1469435397706618,0.025073774883484484,0.27901119883476166,-0.4892308654075648,0.2685254990085748,0.1283418398787817,-0.020378122708793037,0.2574399751696988,-0.28564832633287063,0.22430755881703268,0.3783986252775441,0.3587388885312832,0.2057651584145702,0.15098524269514924,0.2508459143658254,-0.03109326283297774,0.039244790342039426,0.06747327064849419,-0.32272830985538026,-0.040583326844311665,-0.09178041319099883,0.30062649345378145,0.27585263290001993,-0.4765501628580522,0.23717748268915792,0.19182497881332022,0.39683150403186296,0.02622071652813699,0.6978720033429852,-0.12513041905590086,0.3613142627630368,0.2761337041006866,0.021305522884314747,-0.0779970269260086,-0.2991360464256808,0.03830546980092685,0.00781553500356763,0.05602441505913474,-0.22585682007695493,0.28995374807213625,-0.22567613784471555,-0.4185911918454245,0.04256298203649976,-0.04582164797181258,0.01685582685535269,0.61962718889626,0.17126881498363922,0.025522189279335573,0.2492431038574759,0.19977259285814944,-0.21246885711685823,0.030666542019654457,-0.10869703809057421,0.1908714238988835,0.24468824362895236,0.07918506742706674,-0.1622557949143599,0.07128950191343347,-0.1614906365964116,-0.09079996593408504,-0.4297718203479498,0.3440986429020495,0.011479394338333143,0.5166257521119576,0.47467148124555647,0.18575886950141757,-0.06063592282166641,0.6372254295848611,0.10224400159980088,0.2948078358076549,-0.22766120086172334,0.15991240139220503,0.025133135574087008,-0.04773769830456484,-0.0038310238821298026,0.03305140405241676,-0.4624434866807673,-0.13262329167301962,-0.212573000570942,0.33445438409462835,0.43785361747204243,0.051782719728383615,0.32141921969874954,0.4147244191622216,-0.3904550154247992,-0.24251725356061857,-0.3563726099053196,0.06915249301622,0.2938045040174484,-0.06312901392511214,-0.34168221120686104,0.4273059940728908,0.28337986537573445,0.027227619861521418,0.09249267222864709,0.0902380950575461,0.2154081385209511,0.24590356835773527,-0.21008826789871984,-0.3861392519604513,0.3559459753803016,-0.2896987221221229,0.2387198619902887,0.1167357644374048,-0.010432995370288183,-0.04979064942254249,0.27845155999510357,-0.27000758166607897,-0.03197898984042294,0.10869557305443914,-0.07808267527366905,-0.2125422940109121,-0.27714357813212565,-0.15778007803423685,0.11826475767504889,0.14842308622163944,0.04279079353489141,0.28353899263587007,0.05000220085142475,-0.3767386600225433,0.18506424757959883,-0.06920311409647553,0.26574425220064146,0.14142865330338833,-0.3760964587363991,0.34282991468016677,0.28056321223052316,0.7755084608847227,0.18558477327870393,-0.15301628084612098,-0.2533578770971321,-0.06767943663056311,-0.11497993901662776,0.2074698248128633,-0.02743574654763982
steer_p_t9,0.9612638131201185,0.6460998403813476,0.9381999267908798,1.0,0.7088951361091226,0.6034224351589079,1.0,0.602056875461517,0.7612343503222959,1.0,0.7018884357566437,0.9919458383974276,1.0,1.0,1.0,0.7917206808082029,1.0,1.0,1.0,1.0,1.0,1.0,0.8993227009239722,1.0,0.9479085695470473,0.864522445032878,0.698195128775426,1.0,0.7468736894918642,0.7709171221546396,0.5432026687132686,0.8820838031409818,1.0,0.8316971748489566,1.0,0.9877885794233416,0.9492024879037314,0.612191951587847,1.0,0.8393439167286789,1.0,0.9789996794544795,0.9965527935300192,0.8397253653047603,0.8963415057929881,1.0,0.5520074705645032,1.0,1.0,1.0,0.10040075189705056,0.8524126674234462,0.5787307287882537,0.7558209076016061,0.9183147470462685,0.9501092601372326,1.0,1.0,1.0,0.7335277640661767,0.6794593839540503,1.0,0.8738177040062176,0.773119208478828,0.7626088214027075,1.0,0.9641866389310939,0.580951210429624,0.7394488128176859,0.4938521086649001,0.9207070336625133,0.9897431453149169,1.0,1.0,0.9955007850397372,0.8597630421933655,1.0,1.0,1.0,0.5788900351253294,0.8037557702972151,1.0,1.0,0.8916317529309532,0.7625668017849806,0.9881592103113414,1.0,1.0,1.0,0.7994741904942347,0.8873589600060869,0.9542489945754624,0.809265258770349,1.0,1.0,0.9143428708094377,0.9802322370810026,1.0,0.8824869001415463,0.9843127048040531,1.0,0.9385895903669231,0.924249269023378,0.906917239749991,1.0,0.8083834032925565,1.0,1.0,1.0,1.0,0.6429718297014781,0.7391023115808347,0.6003442989253336,1.0,1.0,1.0,0.7340210116281549,0.6835446543638563,0.9039655098149579,0.7652760381388702,1.0,1.0,0.4549860061887584,0.8590525615283175,1.0,0.7984457174852475,0.702402386718419,1.0,1.0,1.0,0.8762047592041995,0.5224676782844697,0.9216165921184629,0.8382438842111067,1.0,1.0,0.8678354314540885,0.8222122969999963,1.0,1.0,0.718443268664903,0.5682573010284011,0.9706098196545723,1.0,0.8093869028555709,1.0,1.0,0.6229813229516954,0.6743797165616114,1.0
